city,sector,sqft,bhk,floor,total_floors,age_years,amenities_score,dist_metro_km,dist_cyber_city_km,parking_spaces,furnishing,property_type,price_inr
Gurgaon,Manesar,934,2,33,40,3,3.5,2.8,8.1,1,Unfurnished,Apartment,4572000.0
Gurgaon,Sector 29,1083,1,2,10,12,6.3,4.3,5.5,2,Semi-Furnished,Apartment,10183000.0
Gurgaon,Manesar,894,2,8,40,7,6.0,2.4,12.9,0,Semi-Furnished,Builder Floor,3306000.0
Gurgaon,Palam Vihar,791,3,8,15,1,6.6,0.4,16.4,0,Semi-Furnished,Builder Floor,4966000.0
Gurgaon,Manesar,1039,2,2,5,9,4.6,3.6,8.2,1,Semi-Furnished,Apartment,2900000.0
Gurgaon,Sohna Road,1492,5,8,20,0,3.7,2.6,8.2,0,Semi-Furnished,Builder Floor,12357000.0
Gurgaon,Sohna Road,878,2,6,20,3,6.6,2.4,8.3,0,Semi-Furnished,Apartment,6812000.0
Gurgaon,Golf Course Road,1313,4,5,15,6,9.1,2.5,6.7,1,Unfurnished,Apartment,17855000.0
Gurgaon,DLF Phase 1-3,1787,4,3,5,7,9.9,1.5,0.5,2,Unfurnished,Apartment,24721000.0
Gurgaon,New Gurgaon,1280,2,12,30,0,5.8,3.0,12.2,2,Semi-Furnished,Apartment,9258000.0
Gurgaon,Golf Course Road,1503,3,12,15,1,9.0,1.9,5.4,0,Unfurnished,Apartment,22602000.0
Gurgaon,Golf Course Road,2167,5,9,30,10,9.4,0.2,13.2,0,Unfurnished,Builder Floor,32817000.0
Gurgaon,DLF Phase 1-3,2115,5,0,20,1,9.2,1.9,7.3,2,Unfurnished,Villa,35172000.0
Gurgaon,Sohna Road,1624,3,3,5,2,6.5,4.7,9.0,0,Semi-Furnished,Builder Floor,13769000.0
Gurgaon,DLF Phase 1-3,1561,4,19,20,4,6.7,2.0,2.2,1,Semi-Furnished,Villa,27721000.0
Gurgaon,New Gurgaon,1500,3,27,30,3,7.0,3.1,17.2,0,Fully Furnished,Apartment,9867000.0
Gurgaon,Golf Course Road,1916,5,17,20,2,7.2,1.5,0.5,0,Unfurnished,Builder Floor,30035000.0
Gurgaon,Sector 29,1323,3,22,25,0,7.8,1.2,13.4,1,Unfurnished,Apartment,12469000.0
Gurgaon,Sector 29,2194,5,8,10,1,10.0,8.2,4.2,1,Semi-Furnished,Apartment,19742000.0
Gurgaon,Sector 29,1699,2,22,30,9,6.0,0.7,14.3,0,Semi-Furnished,Apartment,18720000.0
Gurgaon,Sector 29,1532,3,9,10,1,6.0,1.4,8.6,0,Semi-Furnished,Villa,20277000.0
Gurgaon,Sohna Road,1916,4,30,40,2,5.2,7.8,17.6,1,Semi-Furnished,Apartment,10179000.0
Gurgaon,DLF Phase 1-3,1893,5,20,30,10,7.0,3.5,3.6,1,Unfurnished,Apartment,22240000.0
Gurgaon,New Gurgaon,1200,2,3,15,0,5.6,0.8,7.1,1,Fully Furnished,Apartment,8696000.0
Gurgaon,New Gurgaon,1162,3,20,20,17,2.2,1.8,5.3,2,Unfurnished,Apartment,4347000.0
Gurgaon,New Gurgaon,1126,2,1,5,13,5.5,4.9,14.1,1,Semi-Furnished,Apartment,4303000.0
Gurgaon,Sector 29,1213,3,6,15,2,5.6,3.2,5.6,1,Semi-Furnished,Apartment,11398000.0
Gurgaon,Sohna Road,1237,3,4,10,7,6.9,3.9,8.7,0,Fully Furnished,Apartment,9182000.0
Gurgaon,Manesar,934,2,6,15,0,2.6,1.2,10.8,3,Fully Furnished,Apartment,2662000.0
Gurgaon,New Gurgaon,1499,4,2,5,7,7.3,1.0,4.3,1,Semi-Furnished,Apartment,9451000.0
Gurgaon,Sohna Road,1614,3,19,20,25,5.1,2.5,10.0,1,Semi-Furnished,Apartment,5225000.0
Gurgaon,Sector 29,1537,3,2,5,0,6.8,1.5,8.0,0,Unfurnished,Apartment,16870000.0
Gurgaon,DLF Phase 1-3,1676,5,5,25,21,8.8,0.2,3.4,0,Unfurnished,Apartment,18160000.0
Gurgaon,Sector 56-57,1126,2,8,20,10,4.6,3.8,15.1,0,Unfurnished,Apartment,3666000.0
Gurgaon,Sector 56-57,1064,2,9,10,0,3.7,4.2,12.5,2,Semi-Furnished,Apartment,4139000.0
Gurgaon,New Gurgaon,1047,3,4,5,3,4.4,0.6,13.6,2,Unfurnished,Apartment,5012000.0
Gurgaon,Palam Vihar,847,1,0,10,3,6.4,1.1,12.9,1,Unfurnished,Apartment,3428000.0
Gurgaon,Sector 56-57,1155,4,5,20,0,3.9,0.7,10.4,0,Unfurnished,Apartment,6700000.0
Gurgaon,Manesar,650,2,1,5,0,3.9,0.4,9.5,0,Semi-Furnished,Apartment,3146000.0
Gurgaon,Sohna Road,1293,2,17,40,8,5.5,2.0,12.9,3,Unfurnished,Apartment,7125000.0
Gurgaon,Manesar,657,2,8,25,0,1.8,1.0,8.6,0,Fully Furnished,Apartment,2605000.0
Gurgaon,Sector 56-57,752,1,4,10,6,3.2,5.2,12.0,2,Unfurnished,Apartment,2705000.0
Gurgaon,DLF Phase 1-3,2039,5,0,15,5,9.0,2.1,4.6,0,Unfurnished,Apartment,25684000.0
Gurgaon,Sohna Road,1335,3,5,20,11,4.9,13.8,7.1,1,Unfurnished,Apartment,4143000.0
Gurgaon,Sector 56-57,1273,3,24,30,10,3.9,10.8,10.5,0,Fully Furnished,Apartment,4014000.0
Gurgaon,Manesar,1179,2,29,40,2,5.2,8.1,13.9,1,Unfurnished,Villa,6764000.0
Gurgaon,Sector 29,908,2,37,40,0,8.0,0.2,4.4,1,Unfurnished,Apartment,8830000.0
Gurgaon,DLF Phase 1-3,1882,4,12,20,1,7.3,0.3,4.1,3,Semi-Furnished,Apartment,23414000.0
Gurgaon,New Gurgaon,910,2,4,5,4,4.6,2.2,16.3,0,Unfurnished,Apartment,4750000.0
Gurgaon,Golf Course Road,1542,4,5,5,1,5.4,1.0,4.9,0,Semi-Furnished,Builder Floor,23448000.0
Gurgaon,Golf Course Road,1876,5,10,30,0,10.0,1.2,0.5,0,Unfurnished,Builder Floor,34264000.0
Gurgaon,Palam Vihar,937,1,9,15,4,2.2,2.0,7.3,1,Unfurnished,Apartment,3716000.0
Gurgaon,Sector 56-57,1045,2,4,40,3,6.3,2.5,2.3,2,Unfurnished,Builder Floor,6558000.0
Gurgaon,Sector 56-57,1012,1,4,5,0,2.6,4.3,6.7,1,Semi-Furnished,Apartment,5710000.0
Gurgaon,New Gurgaon,1151,2,35,40,0,5.8,1.1,11.8,3,Semi-Furnished,Apartment,7311000.0
Gurgaon,Sector 56-57,1104,1,17,20,1,5.0,4.0,13.5,0,Fully Furnished,Apartment,5777000.0
Gurgaon,Manesar,959,3,37,40,2,5.1,5.7,13.6,0,Fully Furnished,Apartment,5094000.0
Gurgaon,New Gurgaon,1343,3,20,40,7,4.0,12.1,6.1,1,Semi-Furnished,Apartment,3986000.0
Gurgaon,Palam Vihar,1094,1,5,25,10,6.1,0.3,8.8,1,Unfurnished,Villa,8062000.0
Gurgaon,Sector 56-57,1406,2,4,5,7,1.8,1.9,3.3,0,Semi-Furnished,Apartment,7803000.0
Gurgaon,Palam Vihar,1299,3,20,20,13,4.9,4.4,9.7,1,Unfurnished,Apartment,4290000.0
Gurgaon,Sector 56-57,1109,1,24,25,10,4.3,2.7,12.1,1,Unfurnished,Apartment,3381000.0
Gurgaon,New Gurgaon,1121,3,2,5,6,5.3,4.6,2.6,0,Fully Furnished,Apartment,8069000.0
Gurgaon,Sector 29,1532,3,2,5,21,6.6,4.8,7.7,0,Semi-Furnished,Apartment,11706000.0
Gurgaon,Sohna Road,1751,4,16,30,0,5.4,1.1,7.8,2,Unfurnished,Villa,18237000.0
Gurgaon,DLF Phase 1-3,1897,3,3,15,18,9.3,0.2,0.5,3,Semi-Furnished,Builder Floor,28886000.0
Gurgaon,Golf Course Road,1688,4,18,25,1,10.0,0.7,8.0,0,Unfurnished,Apartment,24044000.0
Gurgaon,Golf Course Road,1741,4,9,10,0,7.1,2.8,0.5,0,Semi-Furnished,Apartment,27581000.0
Gurgaon,Sector 56-57,1447,3,10,10,15,3.4,4.8,14.8,0,Unfurnished,Apartment,4421000.0
Gurgaon,Sector 29,1217,2,4,15,4,5.3,2.7,20.9,1,Unfurnished,Apartment,9407000.0
Gurgaon,New Gurgaon,1217,3,10,10,6,4.2,0.4,7.2,0,Fully Furnished,Apartment,9082000.0
Gurgaon,New Gurgaon,1035,2,33,40,5,5.7,0.4,6.5,2,Unfurnished,Apartment,8182000.0
Gurgaon,Sohna Road,1136,4,5,25,2,4.9,4.1,16.6,2,Semi-Furnished,Apartment,5791000.0
Gurgaon,Sector 29,1552,3,1,20,3,5.9,3.4,10.0,0,Semi-Furnished,Builder Floor,16210000.0
Gurgaon,Sohna Road,1426,3,2,30,6,6.3,8.4,5.8,3,Fully Furnished,Villa,13131000.0
Gurgaon,Sohna Road,1679,4,12,15,2,5.8,5.0,14.8,0,Semi-Furnished,Apartment,12689000.0
Gurgaon,Sector 56-57,1133,3,2,10,5,4.7,0.7,4.7,1,Unfurnished,Builder Floor,7317000.0
Gurgaon,Sector 29,1873,4,4,25,7,7.0,1.5,5.8,3,Semi-Furnished,Apartment,18451000.0
Gurgaon,Golf Course Road,2085,5,13,15,3,8.1,1.2,6.3,2,Semi-Furnished,Apartment,27723000.0
Gurgaon,Manesar,1062,2,25,40,4,3.1,0.7,12.7,0,Unfurnished,Apartment,3531000.0
Gurgaon,Sohna Road,1489,3,7,10,0,5.4,10.9,8.9,1,Unfurnished,Apartment,7150000.0
Gurgaon,Palam Vihar,1030,2,5,25,27,3.6,7.3,17.1,1,Fully Furnished,Apartment,2917000.0
Gurgaon,Golf Course Road,1419,3,9,20,5,10.0,2.0,3.6,1,Semi-Furnished,Villa,25564000.0
Gurgaon,New Gurgaon,1416,3,4,10,10,4.9,1.2,15.2,1,Fully Furnished,Builder Floor,8410000.0
Gurgaon,Golf Course Road,2056,4,15,15,4,8.3,0.4,0.5,1,Fully Furnished,Apartment,33735000.0
Gurgaon,Sohna Road,1681,3,8,20,5,4.7,0.6,9.9,2,Semi-Furnished,Builder Floor,14531000.0
Gurgaon,Sohna Road,1770,4,13,15,1,5.2,1.5,14.1,1,Semi-Furnished,Builder Floor,13184000.0
Gurgaon,Sector 29,1645,4,6,40,4,5.9,9.2,12.4,2,Semi-Furnished,Apartment,10083000.0
Gurgaon,Sector 29,1219,2,2,5,5,4.6,3.1,20.6,2,Semi-Furnished,Apartment,10078000.0
Gurgaon,Manesar,807,2,14,40,11,4.4,0.6,0.5,1,Unfurnished,Builder Floor,4651000.0
Gurgaon,Sector 29,1868,4,15,30,2,5.3,4.5,11.1,1,Semi-Furnished,Apartment,19430000.0
Gurgaon,DLF Phase 1-3,1361,3,6,15,11,7.1,1.5,6.4,0,Semi-Furnished,Builder Floor,17111000.0
Gurgaon,Manesar,1047,2,14,20,11,6.2,0.2,6.7,1,Semi-Furnished,Apartment,4787000.0
Gurgaon,Sohna Road,1535,2,5,5,2,6.3,0.6,9.0,1,Fully Furnished,Apartment,11625000.0
Gurgaon,New Gurgaon,1091,1,1,15,0,6.3,11.0,10.4,0,Semi-Furnished,Builder Floor,8244000.0
Gurgaon,Sector 56-57,1012,3,3,15,8,4.7,0.6,11.4,3,Fully Furnished,Apartment,5204000.0
Gurgaon,Palam Vihar,958,1,6,15,5,4.8,13.9,12.7,2,Fully Furnished,Apartment,2775000.0
Gurgaon,Sohna Road,1805,4,0,5,0,7.8,0.2,14.6,0,Unfurnished,Apartment,13379000.0
Gurgaon,Sector 56-57,721,1,24,30,3,6.0,1.8,12.2,2,Unfurnished,Builder Floor,4625000.0
Gurgaon,Sector 56-57,1261,3,5,10,4,3.4,8.0,16.1,0,Fully Furnished,Apartment,5179000.0
Gurgaon,Sector 56-57,1382,3,5,15,2,5.2,1.2,2.2,1,Fully Furnished,Apartment,9076000.0
Gurgaon,Palam Vihar,836,1,21,25,0,1.8,2.7,8.3,2,Unfurnished,Apartment,4578000.0
Gurgaon,Sector 56-57,1290,4,10,10,7,4.6,10.5,13.6,1,Semi-Furnished,Apartment,3795000.0
Gurgaon,Manesar,790,2,22,25,5,4.3,0.9,5.8,1,Semi-Furnished,Villa,6277000.0
Gurgaon,DLF Phase 1-3,2406,5,3,5,28,9.3,0.2,5.2,0,Fully Furnished,Apartment,25446000.0
Gurgaon,Sohna Road,1101,2,10,10,9,5.1,7.5,5.3,0,Unfurnished,Apartment,5950000.0
Gurgaon,Sohna Road,1549,3,14,25,2,2.4,4.7,15.0,0,Unfurnished,Apartment,7205000.0
Gurgaon,Sector 29,1673,4,7,30,1,5.9,5.1,11.0,2,Unfurnished,Apartment,15945000.0
Gurgaon,New Gurgaon,983,2,5,20,5,6.1,0.8,16.5,1,Semi-Furnished,Builder Floor,6918000.0
Gurgaon,Sohna Road,1484,4,2,5,4,5.1,1.0,4.3,0,Unfurnished,Apartment,12170000.0
Gurgaon,Palam Vihar,977,3,18,30,5,4.0,0.7,9.8,0,Semi-Furnished,Apartment,6081000.0
Gurgaon,Sector 29,2225,5,36,40,0,9.6,5.2,12.7,2,Fully Furnished,Builder Floor,28872000.0
Gurgaon,Palam Vihar,770,1,14,20,17,1.3,1.1,2.7,0,Fully Furnished,Apartment,3710000.0
Gurgaon,Palam Vihar,959,3,6,10,5,7.4,1.6,17.1,0,Fully Furnished,Apartment,5899000.0
Gurgaon,Golf Course Road,1800,3,7,20,0,6.5,2.6,8.5,0,Semi-Furnished,Builder Floor,28530000.0
Gurgaon,DLF Phase 1-3,1625,3,12,30,2,7.7,1.8,0.5,0,Fully Furnished,Builder Floor,23880000.0
Gurgaon,Sector 29,1762,4,1,10,18,5.3,0.2,5.1,3,Unfurnished,Apartment,15967000.0
Gurgaon,Palam Vihar,950,2,12,20,9,4.9,7.6,3.8,2,Unfurnished,Apartment,3112000.0
Gurgaon,Sector 56-57,1305,3,9,20,4,6.7,0.5,11.2,0,Unfurnished,Villa,9906000.0
Gurgaon,Sector 56-57,1340,2,11,25,1,4.1,6.7,11.7,1,Semi-Furnished,Apartment,5181000.0
Gurgaon,Sohna Road,1225,4,1,30,12,5.1,10.5,10.8,2,Fully Furnished,Apartment,3555000.0
Gurgaon,DLF Phase 1-3,2203,5,5,10,6,7.4,2.7,4.4,0,Semi-Furnished,Apartment,29256000.0
Gurgaon,Sector 56-57,752,2,2,5,9,4.8,1.3,6.9,1,Semi-Furnished,Builder Floor,5421000.0
Gurgaon,New Gurgaon,795,1,18,40,2,8.3,1.8,9.1,1,Unfurnished,Apartment,6244000.0
Gurgaon,Sector 29,1346,3,1,5,3,5.1,7.2,10.8,2,Unfurnished,Builder Floor,11256000.0
Gurgaon,Golf Course Road,1585,3,3,5,3,7.7,0.8,0.5,1,Semi-Furnished,Builder Floor,28800000.0
Gurgaon,New Gurgaon,1335,3,9,15,2,5.4,0.5,5.7,1,Unfurnished,Apartment,8867000.0
Gurgaon,Palam Vihar,1158,2,25,25,3,5.6,3.8,4.3,3,Semi-Furnished,Apartment,6091000.0
Gurgaon,Manesar,612,1,4,5,4,7.4,1.1,15.2,0,Fully Furnished,Apartment,2607000.0
Gurgaon,New Gurgaon,1372,2,8,40,6,6.8,9.7,11.1,2,Unfurnished,Apartment,4437000.0
Gurgaon,Sohna Road,1294,3,18,20,5,6.3,0.7,13.0,1,Semi-Furnished,Apartment,9148000.0
Gurgaon,Golf Course Road,1912,4,0,5,22,7.7,0.6,0.5,0,Semi-Furnished,Villa,30831000.0
Gurgaon,New Gurgaon,1135,3,5,15,5,1.8,2.5,7.9,3,Semi-Furnished,Villa,8398000.0
Gurgaon,Sector 29,1488,3,22,25,2,7.0,0.9,3.3,3,Semi-Furnished,Apartment,17904000.0
Gurgaon,Sohna Road,1253,2,14,20,25,7.4,0.4,7.5,0,Semi-Furnished,Apartment,9121000.0
Gurgaon,New Gurgaon,1439,3,19,30,0,5.9,2.0,16.7,2,Unfurnished,Builder Floor,8233000.0
Gurgaon,Sector 56-57,1243,3,11,15,3,1.0,16.9,7.1,1,Unfurnished,Apartment,3860000.0
Gurgaon,Manesar,847,1,20,40,2,4.3,0.7,8.6,0,Semi-Furnished,Builder Floor,5006000.0
Gurgaon,Palam Vihar,951,2,15,40,6,6.1,0.9,11.8,0,Fully Furnished,Apartment,6291000.0
Gurgaon,Sector 56-57,908,1,16,25,4,5.0,0.2,12.5,1,Unfurnished,Apartment,5154000.0
Gurgaon,Golf Course Road,1489,3,2,10,7,7.7,1.0,0.5,2,Fully Furnished,Apartment,23532000.0
Gurgaon,Sector 29,1701,4,12,15,2,7.4,1.3,9.4,0,Semi-Furnished,Apartment,16161000.0
Gurgaon,New Gurgaon,841,1,2,20,4,6.6,1.5,11.0,0,Fully Furnished,Builder Floor,6567000.0
Gurgaon,DLF Phase 1-3,1886,5,39,40,10,9.1,0.2,0.5,0,Unfurnished,Apartment,24641000.0
Gurgaon,Sector 56-57,1054,1,1,5,1,1.9,5.0,15.3,0,Semi-Furnished,Apartment,3372000.0
Gurgaon,New Gurgaon,1198,3,26,30,8,1.7,4.8,6.1,3,Unfurnished,Apartment,5939000.0
Gurgaon,Manesar,941,1,4,5,9,5.1,4.6,9.3,2,Semi-Furnished,Apartment,3883000.0
Gurgaon,Manesar,696,1,6,10,4,3.7,7.6,9.4,2,Semi-Furnished,Builder Floor,2152000.0
Gurgaon,Palam Vihar,742,1,16,40,1,3.4,5.3,9.0,2,Semi-Furnished,Apartment,2920000.0
Gurgaon,Golf Course Road,1569,4,10,10,1,8.4,5.8,1.3,0,Semi-Furnished,Apartment,23893000.0
Gurgaon,DLF Phase 1-3,1441,1,25,25,0,7.8,0.5,11.7,1,Fully Furnished,Apartment,19454000.0
Gurgaon,Golf Course Road,2345,5,0,10,0,8.7,2.6,3.1,1,Unfurnished,Apartment,31462000.0
Gurgaon,Palam Vihar,1160,2,16,30,7,1.6,0.8,6.0,0,Semi-Furnished,Apartment,6019000.0
Gurgaon,DLF Phase 1-3,2193,5,5,5,5,7.8,5.7,0.5,0,Semi-Furnished,Builder Floor,29498000.0
Gurgaon,Sector 29,1465,3,36,40,0,6.3,0.5,8.2,0,Fully Furnished,Apartment,16624000.0
Gurgaon,DLF Phase 1-3,2177,5,4,5,2,8.0,0.9,6.8,3,Semi-Furnished,Apartment,24063000.0
Gurgaon,Sohna Road,1312,3,16,40,0,4.4,0.2,17.2,0,Unfurnished,Villa,13126000.0
Gurgaon,Sector 56-57,1136,2,11,20,12,3.1,2.0,11.6,2,Fully Furnished,Apartment,5404000.0
Gurgaon,Sector 56-57,1254,3,29,40,0,3.8,1.8,13.9,0,Semi-Furnished,Builder Floor,9934000.0
Gurgaon,Palam Vihar,954,2,6,20,3,3.7,3.7,4.3,0,Unfurnished,Apartment,3872000.0
Gurgaon,Sohna Road,1427,3,4,5,0,4.7,0.8,10.7,3,Semi-Furnished,Apartment,11029000.0
Gurgaon,Palam Vihar,963,3,5,5,1,5.4,0.7,13.7,1,Fully Furnished,Builder Floor,7094000.0
Gurgaon,Palam Vihar,912,2,15,30,6,3.6,4.2,9.7,0,Fully Furnished,Apartment,3708000.0
Gurgaon,Sector 56-57,1293,4,15,40,19,6.9,2.8,6.5,0,Unfurnished,Apartment,3962000.0
Gurgaon,Palam Vihar,791,2,4,25,11,4.9,1.8,18.5,0,Unfurnished,Apartment,2507000.0
Gurgaon,Golf Course Road,2535,5,35,40,4,7.6,1.2,1.9,0,Unfurnished,Apartment,44645000.0
Gurgaon,Sohna Road,1932,5,8,40,14,4.3,4.7,12.9,0,Semi-Furnished,Apartment,9390000.0
Gurgaon,Manesar,986,1,1,10,3,2.7,2.8,9.0,0,Semi-Furnished,Apartment,3098000.0
Gurgaon,DLF Phase 1-3,1490,4,9,15,13,9.4,4.0,1.0,1,Semi-Furnished,Apartment,18864000.0
Gurgaon,Palam Vihar,730,1,9,15,12,5.4,1.7,8.0,1,Fully Furnished,Apartment,3492000.0
Gurgaon,Sector 29,1551,5,10,20,6,6.5,9.9,8.5,1,Unfurnished,Apartment,8781000.0
Gurgaon,DLF Phase 1-3,2176,5,14,40,10,9.5,1.0,0.5,3,Semi-Furnished,Builder Floor,34212000.0
Gurgaon,Manesar,859,3,15,25,2,4.3,3.7,18.5,1,Semi-Furnished,Apartment,2616000.0
Gurgaon,Sohna Road,1725,5,1,10,4,5.1,4.1,2.2,0,Semi-Furnished,Builder Floor,13237000.0
Gurgaon,Golf Course Road,2136,5,4,5,0,7.9,1.1,1.9,0,Fully Furnished,Apartment,37150000.0
Gurgaon,Sector 29,1859,3,30,30,0,6.2,6.1,8.3,0,Semi-Furnished,Apartment,20083000.0
Gurgaon,Sector 56-57,1112,1,15,20,1,2.4,4.4,9.8,1,Fully Furnished,Apartment,6246000.0
Gurgaon,DLF Phase 1-3,1444,3,3,5,2,10.0,7.8,0.5,1,Unfurnished,Apartment,17341000.0
Gurgaon,Golf Course Road,2078,5,26,30,2,8.2,0.9,7.7,1,Fully Furnished,Villa,34273000.0
Gurgaon,DLF Phase 1-3,2034,5,23,25,1,7.0,4.3,4.2,0,Fully Furnished,Apartment,27547000.0
Gurgaon,New Gurgaon,1015,2,5,20,0,6.3,1.6,8.3,1,Unfurnished,Apartment,6233000.0
Gurgaon,Manesar,830,2,14,30,0,4.8,4.6,7.9,0,Fully Furnished,Apartment,2979000.0
Gurgaon,DLF Phase 1-3,1576,2,14,30,2,8.3,0.6,0.5,1,Unfurnished,Apartment,22118000.0
Gurgaon,Golf Course Road,2272,5,32,40,1,9.0,0.8,0.5,3,Semi-Furnished,Apartment,36206000.0
Gurgaon,Sector 29,1736,3,11,40,5,6.7,1.4,11.9,1,Unfurnished,Builder Floor,17428000.0
Gurgaon,DLF Phase 1-3,1645,3,0,5,4,9.7,2.3,0.5,2,Semi-Furnished,Apartment,23578000.0
Gurgaon,Sector 56-57,989,1,12,20,6,5.4,3.6,16.0,2,Unfurnished,Builder Floor,4781000.0
Gurgaon,Palam Vihar,817,2,24,25,5,6.0,0.5,8.0,0,Unfurnished,Apartment,4836000.0
Gurgaon,Sector 56-57,1385,2,2,20,4,2.2,2.2,7.2,2,Fully Furnished,Apartment,7376000.0
Gurgaon,Sohna Road,1482,4,12,25,11,7.7,1.3,6.9,0,Semi-Furnished,Builder Floor,14211000.0
Gurgaon,Manesar,861,1,3,25,12,5.4,7.5,13.1,1,Semi-Furnished,Apartment,2690000.0
Gurgaon,Sector 56-57,1267,4,8,10,8,4.1,1.5,13.6,1,Fully Furnished,Villa,11571000.0
Gurgaon,Manesar,766,1,22,25,1,5.3,0.7,9.8,1,Fully Furnished,Apartment,4388000.0
Gurgaon,DLF Phase 1-3,1889,3,3,20,2,5.6,0.2,3.7,0,Unfurnished,Apartment,24987000.0
Gurgaon,Palam Vihar,1427,4,3,10,26,3.9,1.2,11.0,1,Fully Furnished,Apartment,4235000.0
Gurgaon,Sector 56-57,1081,3,16,20,1,4.7,2.8,7.9,2,Fully Furnished,Apartment,8023000.0
Gurgaon,Sector 29,1458,4,15,40,3,10.0,0.3,17.2,0,Fully Furnished,Builder Floor,20125000.0
Gurgaon,Golf Course Road,1753,4,18,20,0,8.8,0.2,0.5,0,Fully Furnished,Apartment,27189000.0
Gurgaon,Sohna Road,1519,3,14,20,0,7.2,1.1,10.1,0,Fully Furnished,Apartment,12012000.0
Gurgaon,Sector 56-57,1005,2,2,15,18,5.2,2.2,5.5,0,Unfurnished,Apartment,3997000.0
Gurgaon,Sohna Road,1421,3,7,30,0,7.6,0.8,19.3,1,Semi-Furnished,Builder Floor,11207000.0
Gurgaon,Sector 56-57,1404,4,5,10,4,4.2,2.7,9.1,3,Fully Furnished,Apartment,8343000.0
Gurgaon,Sector 56-57,1096,2,16,20,6,4.5,8.9,10.5,0,Semi-Furnished,Apartment,3459000.0
Gurgaon,New Gurgaon,1098,1,3,20,8,6.2,2.1,9.4,3,Semi-Furnished,Apartment,7179000.0
Gurgaon,Golf Course Road,1971,4,1,40,0,10.0,4.0,5.4,1,Semi-Furnished,Apartment,30424000.0
Gurgaon,Palam Vihar,865,2,20,25,16,2.7,0.2,11.7,0,Unfurnished,Apartment,3684000.0
Gurgaon,Palam Vihar,930,3,10,30,6,1.4,2.7,14.5,0,Unfurnished,Builder Floor,4806000.0
Gurgaon,DLF Phase 1-3,2386,5,20,30,0,6.8,0.2,6.5,0,Unfurnished,Apartment,28918000.0
Gurgaon,Sector 56-57,1123,2,23,25,3,3.2,9.2,11.6,0,Unfurnished,Apartment,3600000.0
Gurgaon,Sector 29,1587,4,1,20,2,8.2,1.4,13.4,1,Unfurnished,Apartment,14515000.0
Gurgaon,Sector 56-57,968,1,0,15,8,3.6,16.7,11.2,1,Semi-Furnished,Builder Floor,2873000.0
Gurgaon,Sohna Road,1284,2,0,30,5,6.0,0.2,7.3,0,Unfurnished,Apartment,8904000.0
Gurgaon,New Gurgaon,1243,3,3,20,7,7.0,2.7,9.3,0,Unfurnished,Apartment,5766000.0
Gurgaon,Golf Course Road,2301,5,14,15,3,8.4,0.4,3.0,0,Semi-Furnished,Apartment,36564000.0
Gurgaon,DLF Phase 1-3,1897,4,7,40,0,6.9,0.7,7.6,1,Semi-Furnished,Apartment,24021000.0
Gurgaon,Sector 29,970,1,5,5,9,3.5,2.1,8.8,0,Semi-Furnished,Apartment,8787000.0
Gurgaon,Palam Vihar,1072,2,2,5,12,2.6,4.9,11.6,2,Unfurnished,Apartment,3175000.0
Gurgaon,Sohna Road,1385,3,11,30,3,3.3,0.9,3.8,1,Semi-Furnished,Apartment,9723000.0
Gurgaon,New Gurgaon,913,1,0,25,3,5.6,0.3,9.0,2,Semi-Furnished,Apartment,6818000.0
Gurgaon,Sector 29,1506,4,9,20,7,9.4,2.3,7.2,2,Semi-Furnished,Builder Floor,16397000.0
Gurgaon,Sohna Road,1494,2,8,10,12,6.4,3.4,5.6,1,Fully Furnished,Villa,18375000.0
Gurgaon,New Gurgaon,1573,3,7,10,21,6.7,6.8,11.4,1,Semi-Furnished,Builder Floor,10238000.0
Gurgaon,DLF Phase 1-3,2240,4,6,10,4,7.0,3.1,3.5,1,Semi-Furnished,Apartment,24588000.0
Gurgaon,Sohna Road,1682,5,9,15,1,4.2,1.3,17.1,1,Fully Furnished,Builder Floor,13437000.0
Gurgaon,Palam Vihar,781,2,0,15,13,6.2,7.6,8.8,2,Unfurnished,Builder Floor,2703000.0
Gurgaon,Sector 56-57,875,1,1,5,9,3.5,2.6,20.3,1,Unfurnished,Apartment,3088000.0
Gurgaon,Sohna Road,1846,4,2,25,9,3.0,1.6,9.1,0,Unfurnished,Apartment,11224000.0
Gurgaon,Palam Vihar,400,1,0,15,4,2.7,8.3,4.1,0,Semi-Furnished,Apartment,1500000.0
Gurgaon,Golf Course Road,2577,5,36,40,38,6.3,1.9,3.7,1,Semi-Furnished,Apartment,27831000.0
Gurgaon,New Gurgaon,1388,3,28,40,4,5.7,4.0,10.2,0,Unfurnished,Builder Floor,12069000.0
Gurgaon,Sector 29,1395,2,7,10,9,5.3,0.2,8.3,3,Semi-Furnished,Apartment,14034000.0
Gurgaon,Sohna Road,1540,4,9,15,7,6.1,6.7,6.7,0,Unfurnished,Apartment,8334000.0
Gurgaon,DLF Phase 1-3,2650,5,0,20,20,3.7,1.3,8.9,2,Semi-Furnished,Apartment,23722000.0
Gurgaon,DLF Phase 1-3,1834,4,6,15,11,7.7,0.3,2.8,0,Unfurnished,Apartment,21769000.0
Gurgaon,Sohna Road,1525,4,29,30,3,5.5,13.7,16.5,0,Unfurnished,Apartment,5583000.0
Gurgaon,New Gurgaon,1685,3,21,25,0,5.8,3.6,11.5,1,Fully Furnished,Apartment,10257000.0
